route_ref,highway_type,lanes,maxspeed_kmh,length_km,midpoint_lat,midpoint_lon
25,trunk,2,90.0,0.027,31.21747,34.8742
25,trunk,,90.0,2.345,31.33172,34.68894
25,trunk,,90.0,0.767,31.33148,34.67242
25,trunk,2,90.0,0.022,31.4166,34.60686
25,trunk,2,90.0,1.002,31.42198,34.60325
25,trunk,2,90.0,0.121,31.41563,34.60746
25,trunk,2,90.0,0.008,31.41677,34.60675
25,trunk,2,90.0,0.015,31.40151,34.61284
25,trunk,2,90.0,0.125,31.41688,34.60687
25,trunk,2,90.0,0.008,31.41571,34.60763
25,trunk,1,90.0,0.173,31.05245,35.03201
25,trunk,2,90.0,0.879,31.05736,35.02685
25,trunk,2,90.0,0.082,31.06766,35.00761
25,trunk,2,90.0,11.564,31.09829,35.00032
25,trunk,2,90.0,0.007,31.0682,35.00654
25,trunk,2,90.0,0.007,31.06777,35.00764
25,trunk,2,90.0,1.152,31.06326,35.01689
25,trunk,2,90.0,0.079,31.06801,35.00714
25,trunk,2,90.0,4.223,31.17383,34.97074
25,trunk,2,90.0,0.254,31.14827,34.98398
25,trunk,2,90.0,11.554,31.10089,35.00186
25,trunk,2,90.0,0.243,31.14874,34.984
25,trunk,2,90.0,0.007,31.05934,35.02443
25,trunk,2,90.0,0.495,31.06103,35.02174
25,trunk,2,90.0,0.873,31.05713,35.0269
25,trunk,3,90.0,0.098,31.21741,34.87451
25,trunk,3,90.0,0.056,31.21761,34.8733
25,trunk,2,90.0,0.024,31.21752,34.87388
25,trunk,3,90.0,0.176,31.21754,34.87305
25,trunk,3,90.0,0.097,31.21716,34.87505
25,trunk,2,90.0,0.028,31.21708,34.87542
25,trunk,3,90.0,0.081,31.21689,34.87629
25,trunk,3,90.0,0.088,31.21715,34.87574
25,trunk,2,90.0,0.005,31.21707,34.87547
25,trunk,2,90.0,0.023,31.21702,34.87571
25,trunk,2,90.0,0.032,31.06803,35.00686
25,trunk,2,90.0,0.03,31.06774,35.0077
25,trunk,2,90.0,0.035,31.06793,35.00732
25,trunk,1,80.0,0.24,31.44469,34.57315
25,trunk,2,,0.023,31.22953,34.80899
25,trunk,2,,0.021,31.22964,34.80927
25,trunk,2,,0.011,31.22964,34.80913
25,trunk,2,,0.033,31.22935,34.80916
25,trunk,2,90.0,0.535,31.06075,35.02194
25,trunk,2,90.0,0.01,31.06209,35.01973
25,trunk,2,90.0,1.243,31.06379,35.01611
25,trunk,2,90.0,0.01,31.06193,35.01972
25,trunk,,90.0,0.031,31.33207,34.67532
25,trunk,,90.0,0.007,31.33197,34.67501
25,trunk,,90.0,0.06,31.33196,34.67494
25,trunk,2,90.0,0.521,31.15006,34.98357
25,trunk,2,90.0,0.034,31.15426,34.98222
25,trunk,2,90.0,0.479,31.151,34.98299
25,trunk,2,90.0,0.031,31.15353,34.98211
25,trunk,,,0.047,31.46568,34.53389
25,trunk,,,0.047,31.46557,34.53393
25,trunk,,,0.07,31.46537,34.53442
25,trunk,,,0.068,31.46531,34.53433
25,trunk,2,,0.024,31.22942,34.80941
25,trunk,2,,0.007,31.22959,34.80938
25,trunk,2,90.0,0.026,31.22189,34.84632
25,trunk,2,,1.255,31.43978,34.58147
25,trunk,1,80.0,0.122,31.44616,34.57022
25,trunk,1,80.0,0.039,31.44617,34.57067
25,trunk,,90.0,0.008,31.35838,34.63187
25,trunk,,90.0,2.473,31.36904,34.62217
25,trunk,,90.0,0.007,31.37694,34.61759
25,trunk,,90.0,0.011,31.37685,34.61764
25,trunk,,90.0,5.643,31.34471,34.64574
25,trunk,,90.0,0.013,31.377,34.61756
25,trunk,,90.0,0.007,31.37714,34.61803
25,trunk,,90.0,0.336,31.37846,34.61738
25,trunk,2,,0.88,31.43148,34.59559
25,trunk,1,,0.202,31.43507,34.58879
25,trunk,1,,0.135,31.43575,34.58745
25,trunk,1,,0.041,31.43515,34.58848
25,trunk,1,,0.139,31.43584,34.5874
25,trunk,1,,0.007,31.43536,34.58813
25,trunk,,90.0,0.008,31.30379,34.70956
25,trunk,,90.0,0.671,31.29783,34.7124
25,trunk,,90.0,0.127,31.30437,34.70936
25,trunk,,,3.219,31.4772,34.51049
25,trunk,2,90.0,0.025,31.18434,34.95925
25,trunk,2,90.0,0.159,31.18511,34.95748
25,trunk,2,90.0,4.218,31.17289,34.97094
25,trunk,2,90.0,0.007,31.18442,34.95901
25,trunk,2,90.0,0.024,31.18445,34.95894
25,trunk,2,90.0,0.008,31.18521,34.95719
25,trunk,2,90.0,3.863,31.18758,34.94251
25,trunk,2,90.0,0.026,31.18523,34.95713
25,trunk,2,90.0,0.022,31.18516,34.95733
25,trunk,2,90.0,0.157,31.18504,34.95727
25,trunk,2,90.0,0.027,31.19896,34.92123
25,trunk,2,90.0,3.867,31.18832,34.93933
25,trunk,2,90.0,0.007,31.19905,34.92096
25,trunk,2,90.0,0.025,31.19908,34.92089
25,trunk,2,90.0,0.125,31.1996,34.91975
25,trunk,2,90.0,0.008,31.19969,34.91948
25,trunk,2,90.0,0.273,31.20001,34.91857
25,trunk,2,90.0,0.02,31.19964,34.91962
25,trunk,2,90.0,0.12,31.19951,34.91957
25,trunk,,,0.003,31.46552,34.53434
25,trunk,,,0.006,31.46543,34.53398
25,trunk,,,0.024,31.46538,34.53432
25,trunk,1,80.0,0.042,31.44583,34.5705
25,trunk,1,80.0,0.025,31.44592,34.5708
25,trunk,2,,0.051,31.42977,34.59977
25,trunk,2,90.0,0.043,31.42971,34.5997
25,trunk,1,,0.049,31.42982,34.59969
25,trunk,2,90.0,0.489,31.42834,34.60004
25,trunk,2,90.0,0.07,31.42497,34.60158
25,trunk,,90.0,2.204,31.33257,34.66125
25,trunk,,90.0,1.464,31.3421,34.65169
25,trunk,,90.0,0.032,31.33165,34.66662
25,trunk,,90.0,1.085,31.33255,34.66167
25,trunk,,90.0,0.034,31.33583,34.65619
25,trunk,,90.0,0.291,31.33703,34.65452
25,trunk,2,90.0,0.026,31.425,34.60173
25,trunk,2,90.0,0.031,31.42527,34.6016
25,trunk,2,90.0,0.532,31.42898,34.6
25,trunk,1,,0.159,31.43484,34.58908
25,trunk,,,0.038,31.46961,34.52887
25,trunk,,,0.021,31.46559,34.53429
25,trunk,,,0.006,31.46563,34.53411
25,trunk,,,0.024,31.46557,34.53401
25,trunk,2,90.0,0.028,31.22517,34.82938
25,trunk,1,80.0,0.219,31.44348,34.57556
25,trunk,1,80.0,0.121,31.44621,34.57026
25,trunk,,,0.006,31.46532,34.53422
25,trunk,1,80.0,0.022,31.44607,34.57041
25,trunk,2,90.0,0.036,31.06204,35.01983
25,trunk,2,90.0,0.154,31.06212,35.01935
25,trunk,2,90.0,0.032,31.06224,35.01945
25,trunk,1,80.0,0.119,31.44578,34.57102
25,trunk,1,80.0,0.028,31.45067,34.5594
25,trunk,2,80.0,0.033,31.44666,34.56898
25,trunk,1,80.0,0.116,31.45083,34.559
25,trunk,1,,0.172,31.45038,34.55946
25,trunk,1,80.0,0.17,31.45045,34.55951
25,trunk,1,80.0,0.116,31.45079,34.55891
25,trunk,1,80.0,0.023,31.45047,34.55922
25,trunk,1,80.0,0.017,31.45048,34.55939
25,trunk,1,80.0,0.019,31.45066,34.55918
25,trunk,1,80.0,0.12,31.44594,34.57089
25,trunk,2,80.0,0.773,31.44826,34.56277
25,trunk,2,80.0,0.081,31.44678,34.56862
25,trunk,2,80.0,0.036,31.44543,34.57187
25,trunk,1,80.0,0.007,31.44415,34.5743
25,trunk,1,80.0,0.244,31.44326,34.57582
25,trunk,1,80.0,0.235,31.44481,34.57309
25,trunk,1,80.0,0.021,31.44409,34.57441
25,trunk,2,90.0,1.619,31.40899,34.61098
25,trunk,2,90.0,0.006,31.40165,34.61283
25,trunk,2,90.0,0.022,31.40175,34.61282
25,trunk,2,90.0,2.385,31.38398,34.61443
25,trunk,2,90.0,1.65,31.40779,34.61152
25,trunk,,,0.036,31.47003,34.5283
25,trunk,,,0.039,31.47185,34.52528
25,trunk,2,90.0,0.02,31.41589,34.60751
25,trunk,2,90.0,0.045,31.2214,34.84596
25,trunk,2,90.0,0.05,31.22136,34.84616
25,trunk,,90.0,0.132,31.30322,34.7099
258,primary,,,0.299,31.04554,35.20096
258,primary,,,9.043,31.16572,35.23644
258,primary,,,0.017,31.04569,35.201
258,primary,,,12.664,31.10947,35.21172
258,primary,,,0.308,31.14758,35.22095
258,primary,,,0.01,31.14917,35.22181
258,primary,,,9.043,31.16572,35.23644
264,primary,2,90.0,0.017,31.4419,34.76347
264,primary,1,90.0,0.016,31.33061,34.69894
264,primary,1,90.0,0.03,31.33077,34.69909
264,primary,2,90.0,0.015,31.33061,34.69882
264,primary,2,90.0,0.028,31.3308,34.69893
264,primary,1,90.0,0.061,31.33109,34.69928
264,primary,2,90.0,0.057,31.33099,34.69908
264,primary,2,90.0,0.282,31.42068,34.7533
264,primary,,,1.153,31.33605,34.70102
264,primary,2,90.0,0.028,31.41132,34.74667
264,primary,2,90.0,0.01,31.41141,34.74705
264,primary,2,90.0,0.016,31.44201,34.76363
264,primary,2,90.0,0.246,31.44094,34.76331
264,primary,2,90.0,0.6,31.43708,34.76277
264,primary,2,90.0,0.009,31.43469,34.76106
264,primary,2,90.0,1.525,31.43424,34.7607
264,primary,2,90.0,0.085,31.43505,34.76152
264,primary,2,90.0,0.008,31.42233,34.75419
264,primary,2,90.0,1.173,31.41362,34.75113
264,primary,2,90.0,0.01,31.41146,34.74692
264,primary,,,0.007,31.33134,34.69927
264,primary,,,0.019,31.36939,34.71286
264,primary,,,0.032,31.36967,34.71295
264,primary,,,3.377,31.35393,34.70805
264,primary,,,0.018,31.3693,34.7125
264,primary,,,0.021,31.38327,34.72069
264,primary,,,3.326,31.3938,34.72895
264,primary,,,0.01,31.38308,34.72063
264,primary,,,0.023,31.38299,34.72061
264,primary,,,0.024,31.38282,34.72037
264,primary,,,0.01,31.38303,34.72043
264,primary,,,1.656,31.37775,34.71845
264,primary,2,90.0,1.301,31.40814,34.74172
264,primary,2,90.0,0.032,31.41136,34.74696
264,primary,,,1.146,31.33691,34.70117
264,primary,,,0.014,31.34103,34.70352
264,primary,,,3.395,31.35538,34.70801
264,primary,2,90.0,1.982,31.39637,34.73026
264,primary,2,90.0,0.03,31.4028,34.73704
264,primary,2,90.0,0.746,31.38508,34.72115
264,primary,2,90.0,1.469,31.41428,34.75158
264,primary,2,90.0,1.505,31.4335,34.76037
264,primary,2,90.0,0.017,31.42247,34.75427
264,primary,2,90.0,0.019,31.42226,34.75416
264,primary,,,0.695,31.4091,34.74295
264,primary,2,90.0,0.768,31.43787,34.76325
264,primary,,,0.02,31.36946,34.71255
264,primary,,,1.642,31.37617,34.71743
293,primary,2,90.0,0.097,31.44203,34.76576
293,primary,2,90.0,0.207,31.44213,34.76296
293,primary,2,80.0,0.059,31.44294,34.76094
293,primary,,,0.035,31.44233,34.76612
293,primary,1,,0.048,31.44218,34.76653
293,primary,1,,0.093,31.44247,34.77237
293,primary,1,70.0,0.29,31.44261,34.76861
293,primary,1,70.0,0.094,31.44258,34.77139
293,primary,1,80.0,0.022,31.41603,34.60828
293,primary,2,90.0,0.018,31.41568,34.60765
293,primary,2,90.0,0.027,31.41574,34.60761
293,primary,1,80.0,0.053,31.41596,34.60823
293,primary,2,80.0,0.009,31.41585,34.60802
293,primary,2,90.0,0.018,31.41563,34.60746
293,primary,2,90.0,0.031,31.41578,34.60788
293,primary,2,80.0,0.046,31.44816,34.65061
293,primary,2,,0.068,31.44236,34.76709
293,primary,1,,0.093,31.44248,34.77139
293,primary,2,60.0,1.614,31.44234,34.7163
293,primary,2,80.0,2.958,31.44579,34.69209
293,primary,2,60.0,0.559,31.4348,34.67704
293,primary,2,80.0,2.729,31.44447,34.65583
293,primary,2,60.0,1.025,31.42857,34.62877
293,primary,2,80.0,1.859,31.41845,34.61309
293,primary,2,80.0,0.044,31.41588,34.60792
293,primary,2,80.0,0.04,31.44805,34.65108
293,primary,2,80.0,2.69,31.44495,34.64019
293,primary,2,90.0,0.012,31.44203,34.76357
293,primary,2,90.0,0.238,31.44184,34.76527
293,primary,2,90.0,0.013,31.44187,34.76361
293,primary,2,90.0,0.204,31.44232,34.76291
293,primary,2,80.0,1.871,31.4451,34.75259
293,primary,2,60.0,0.612,31.44265,34.73847
293,primary,1,60.0,0.128,31.44226,34.73441
293,primary,1,60.0,0.22,31.44195,34.73288
293,primary,1,60.0,0.009,31.44219,34.73378
293,primary,1,60.0,0.214,31.44207,34.73285
293,primary,1,60.0,0.026,31.4422,34.73388
293,primary,1,60.0,0.076,31.44217,34.73466
293,primary,1,60.0,0.082,31.44223,34.73501
293,primary,1,60.0,0.233,31.44335,34.71137
293,primary,1,60.0,0.199,31.44301,34.71342
293,primary,2,60.0,0.376,31.44467,34.70611
293,primary,1,60.0,0.012,31.44329,34.71226
293,primary,1,60.0,0.081,31.44351,34.71134
293,primary,1,60.0,0.021,31.44334,34.71205
293,primary,1,60.0,0.072,31.44296,34.71301
293,primary,1,60.0,0.018,31.44326,34.71238
293,primary,1,60.0,0.126,31.44366,34.71055
293,primary,1,60.0,0.151,31.44281,34.71376
293,primary,,,0.025,31.44208,34.76601
293,primary,,,0.037,31.44198,34.76624
293,primary,,,0.033,31.44225,34.76641
293,primary,1,70.0,0.196,31.44239,34.7668
293,primary,2,,0.274,31.44251,34.76833
293,primary,2,90.0,0.1,31.4419,34.76464
293,primary,2,90.0,0.039,31.44201,34.76363
3,trunk,,,0.131,31.7942,34.83009
3,trunk,2,,0.068,31.7604,34.78483
3,trunk,,,0.112,31.79449,34.83082
3,trunk,2,80.0,0.409,31.84047,34.9909
3,trunk,2,90.0,4.321,31.8122,34.90511
3,trunk,2,90.0,0.714,31.8209,34.92351
3,trunk,2,90.0,0.634,31.83386,34.97528
3,trunk,2,90.0,5.166,31.82569,34.95151
3,trunk,2,90.0,0.795,31.8247,34.93277
3,trunk,2,90.0,1.639,31.82612,34.94543
3,trunk,2,90.0,0.814,31.83072,34.96884
3,trunk,2,90.0,2.131,31.81509,34.91639
3,trunk,1,90.0,0.393,31.73341,34.75791
3,trunk,1,,0.111,31.85426,35.00432
3,trunk,2,70.0,0.137,31.73188,34.75605
3,trunk,2,70.0,0.144,31.73127,34.75489
3,trunk,2,90.0,1.203,31.82553,34.95715
3,trunk,2,90.0,0.029,31.80955,34.87818
3,trunk,2,90.0,2.191,31.81067,34.88964
3,trunk,2,90.0,0.124,31.80937,34.86939
3,trunk,2,90.0,0.032,31.80953,34.87855
3,trunk,2,90.0,0.807,31.80906,34.87231
3,trunk,2,90.0,0.025,31.80961,34.86836
3,trunk,2,90.0,0.693,31.81022,34.86463
3,trunk,2,90.0,0.026,31.8098,34.8681
3,trunk,2,90.0,0.419,31.80926,34.85513
3,trunk,2,90.0,1.383,31.80654,34.84646
3,trunk,2,,0.041,31.809,34.8536
3,trunk,2,90.0,0.174,31.79573,34.83241
3,trunk,2,,0.041,31.80902,34.85315
3,trunk,,,0.027,31.79405,34.82987
3,trunk,2,90.0,0.025,31.76054,34.78467
3,trunk,2,90.0,0.146,31.72277,34.74558
3,trunk,,,0.414,31.79185,34.82573
3,trunk,2,90.0,1.379,31.8065,34.84677
3,trunk,2,90.0,1.269,31.79976,34.8367
3,trunk,2,90.0,0.012,31.80358,34.84001
3,trunk,2,90.0,1.133,31.80031,34.83749
3,trunk,2,90.0,4.634,31.77594,34.81025
3,trunk,,,0.01,31.7916,34.8252
3,trunk,,,0.534,31.79335,34.82906
3,trunk,1,60.0,0.181,31.85475,35.00507
3,trunk,1,80.0,0.267,31.85424,35.00367
3,trunk,1,60.0,0.18,31.85471,35.00518
3,trunk,1,80.0,0.269,31.85411,35.00347
3,trunk,,80.0,1.863,31.84566,34.99168
3,trunk,,,0.016,31.67607,34.6096
3,trunk,2,,2.153,31.85573,35.01639
3,trunk,1,90.0,0.083,31.8379,34.98435
3,trunk,1,80.0,0.159,31.83589,34.98037
3,trunk,,90.0,0.033,31.67604,34.60987
3,trunk,,90.0,0.026,31.67616,34.60977
3,trunk,,,0.016,31.67618,34.60954
3,trunk,2,90.0,1.571,31.71023,34.73139
3,trunk,2,90.0,0.147,31.72283,34.74547
3,trunk,2,90.0,0.027,31.72328,34.74583
3,trunk,2,90.0,0.029,31.72734,34.74934
3,trunk,2,90.0,0.012,31.72738,34.74938
3,trunk,2,70.0,0.294,31.72881,34.75102
3,trunk,2,70.0,0.298,31.73032,34.75363
3,trunk,,70.0,0.018,31.73262,34.75786
3,trunk,3,90.0,0.194,31.76035,34.78575
3,trunk,2,90.0,0.041,31.76041,34.78508
3,trunk,3,90.0,0.025,31.76065,34.78444
3,trunk,2,90.0,0.031,31.76182,34.79165
3,trunk,2,90.0,0.015,31.83494,34.97781
3,trunk,2,90.0,0.009,31.83497,34.97756
3,trunk,2,90.0,0.639,31.83405,34.97534
3,trunk,2,90.0,0.008,31.83487,34.97767
3,trunk,2,90.0,0.213,31.83527,34.97897
3,trunk,1,,0.343,31.8385,34.98606
3,trunk,1,80.0,0.079,31.83767,34.98431
3,trunk,,80.0,0.078,31.8377,34.98418
3,trunk,2,80.0,0.03,31.83729,34.98338
3,trunk,2,90.0,0.23,31.83531,34.97847
3,trunk,1,80.0,0.16,31.83598,34.98088
3,trunk,2,80.0,0.063,31.83698,34.98282
3,trunk,2,,0.115,31.83947,34.98835
3,trunk,1,,0.111,31.83867,34.98627
3,trunk,2,90.0,0.438,31.70228,34.71393
3,trunk,2,90.0,0.049,31.70551,34.72143
3,trunk,2,90.0,0.031,31.7009,34.70996
3,trunk,2,90.0,0.054,31.70564,34.72183
3,trunk,2,90.0,0.328,31.72054,34.74359
3,trunk,2,90.0,0.18,31.70492,34.72058
3,trunk,2,90.0,2.774,31.68795,34.66485
3,trunk,2,90.0,0.232,31.70036,34.70825
3,trunk,2,90.0,0.03,31.70091,34.70963
3,trunk,2,90.0,0.034,31.69602,34.69465
3,trunk,2,90.0,0.036,31.70454,34.72017
3,trunk,2,90.0,1.261,31.69886,34.7028
3,trunk,2,90.0,0.161,31.6828,34.65253
3,trunk,2,90.0,0.009,31.68243,34.65173
3,trunk,2,90.0,0.272,31.67638,34.61169
3,trunk,2,90.0,2.601,31.68808,34.66494
3,trunk,2,90.0,1.641,31.67965,34.64175
3,trunk,2,90.0,2.071,31.67789,34.61937
3,trunk,2,90.0,0.008,31.67907,34.63493
3,trunk,2,90.0,0.024,31.80927,34.86981
3,trunk,2,90.0,0.133,31.80962,34.86894
3,trunk,2,90.0,0.009,31.80929,34.86972
3,trunk,2,90.0,0.022,31.69165,34.68063
3,trunk,2,90.0,0.022,31.67676,34.61338
3,trunk,2,90.0,0.007,31.6768,34.61304
3,trunk,2,90.0,1.639,31.67952,34.64139
3,trunk,2,90.0,0.008,31.67918,34.63483
3,trunk,2,90.0,0.008,31.68304,34.6533
3,trunk,2,90.0,0.029,31.70001,34.70775
3,trunk,2,90.0,0.025,31.70249,34.71459
3,trunk,2,90.0,0.145,31.70488,34.72077
3,trunk,1,,0.051,31.83795,34.98471
3,trunk,2,,0.093,31.8381,34.985
3,trunk,2,70.0,0.089,31.73128,34.75513
3,trunk,2,70.0,0.062,31.73268,34.75739
3,trunk,2,70.0,0.127,31.73053,34.75375
3,trunk,2,70.0,0.02,31.73045,34.75363
3,trunk,2,70.0,0.123,31.73037,34.75371
3,trunk,2,70.0,0.027,31.73179,34.75591
3,trunk,2,70.0,0.009,31.73116,34.75493
3,trunk,2,90.0,0.005,31.72324,34.7458
3,trunk,2,90.0,0.116,31.72406,34.74662
3,trunk,2,90.0,0.007,31.71322,34.73582
3,trunk,2,90.0,1.581,31.71014,34.73095
3,trunk,2,90.0,0.087,31.71344,34.73604
3,trunk,2,90.0,0.008,31.71389,34.73625
3,trunk,2,90.0,0.877,31.71734,34.73984
3,trunk,2,90.0,0.086,31.71367,34.73604
3,trunk,2,90.0,0.006,31.72211,34.74505
3,trunk,2,70.0,0.022,31.73111,34.75486
3,trunk,2,90.0,0.429,31.76002,34.78713
3,trunk,2,90.0,0.243,31.76137,34.79052
3,trunk,2,90.0,0.03,31.72752,34.74952
3,trunk,2,90.0,0.027,31.72727,34.74944
3,trunk,2,90.0,0.025,31.72745,34.74961
3,trunk,2,90.0,0.207,31.76113,34.79031
3,trunk,2,90.0,0.271,31.76022,34.78753
3,trunk,2,90.0,0.008,31.76079,34.78945
3,trunk,2,80.0,0.154,31.83638,34.98177
3,trunk,2,,0.092,31.83894,34.98691
3,trunk,1,,0.029,31.8393,34.98811
3,trunk,1,,0.087,31.83953,34.98866
3,trunk,2,70.0,0.007,31.73038,34.75352
3,trunk,2,90.0,0.181,31.72832,34.75034
3,trunk,2,90.0,0.184,31.72825,34.75043
3,trunk,2,90.0,0.012,31.72739,34.74956
3,trunk,2,90.0,0.51,31.72525,34.74737
3,trunk,2,90.0,0.424,31.72555,34.74779
3,trunk,2,90.0,0.008,31.71965,34.74259
3,trunk,2,90.0,0.852,31.71738,34.73966
3,trunk,2,90.0,0.351,31.72047,34.74369
3,trunk,2,90.0,0.018,31.71954,34.74245
3,trunk,2,90.0,0.02,31.7197,34.74265
3,trunk,2,90.0,0.561,31.70367,34.71762
3,trunk,2,90.0,0.008,31.70438,34.71984
3,trunk,2,90.0,0.446,31.70116,34.71033
3,trunk,2,90.0,0.007,31.70241,34.71434
3,trunk,2,90.0,0.531,31.70402,34.71901
3,trunk,2,90.0,1.261,31.69888,34.70153
3,trunk,2,90.0,0.008,31.69989,34.70748
3,trunk,2,90.0,0.2,31.70049,34.70885
3,trunk,2,90.0,0.02,31.69608,34.69508
3,trunk,2,90.0,0.009,31.69615,34.69497
3,trunk,2,90.0,1.454,31.69418,34.68837
3,trunk,2,90.0,0.008,31.69156,34.68043
3,trunk,2,90.0,0.145,31.69118,34.67935
3,trunk,2,90.0,1.446,31.6943,34.69009
3,trunk,2,90.0,0.011,31.69095,34.67887
3,trunk,2,90.0,0.119,31.69139,34.68009
3,trunk,2,90.0,0.029,31.69152,34.68035
3,trunk,2,90.0,0.008,31.67671,34.61315
3,trunk,2,90.0,0.025,31.67667,34.61297
3,trunk,2,90.0,0.298,31.67616,34.61019
3,trunk,2,90.0,2.047,31.67787,34.62006
3,trunk,2,90.0,0.863,31.81011,34.86403
3,trunk,2,90.0,0.007,31.80989,34.85895
3,trunk,2,90.0,0.488,31.80938,34.8551
3,trunk,2,90.0,0.053,31.80989,34.85902
3,trunk,2,90.0,0.788,31.80893,34.8726
3,trunk,2,90.0,0.006,31.80977,34.85902
3,trunk,2,90.0,0.027,31.80988,34.85887
3,trunk,3,90.0,0.117,31.81006,34.86018
3,trunk,3,90.0,0.086,31.80975,34.85888
3,trunk,2,90.0,0.007,31.80976,34.85896
3,trunk,2,90.0,0.009,31.76187,34.79173
3,trunk,2,90.0,4.605,31.77642,34.81101
3,trunk,2,90.0,0.03,31.76191,34.79179
3,trunk,,,0.095,31.79355,34.82906
30,primary,,,0.088,32.14054,35.60993
30,primary,,,0.104,32.14036,35.60999
30,primary,,,12.046,32.13434,35.65948
31,trunk,,90.0,1.185,31.22309,35.24995
31,trunk,,90.0,0.084,31.27477,34.94342
31,trunk,,90.0,1.181,31.27752,34.93963
31,trunk,,90.0,1.707,31.16743,35.31846
31,trunk,,90.0,3.256,31.20556,35.25749
31,trunk,,90.0,0.807,31.18733,35.28794
31,trunk,,90.0,0.535,31.23107,35.25013
31,trunk,,,0.089,31.27421,34.94406
31,trunk,,,1.635,31.29561,34.91836
31,trunk,2,80.0,1.112,31.33287,34.87381
31,trunk,,90.0,0.038,31.25483,35.21034
31,trunk,,90.0,0.038,31.25489,35.21038
31,trunk,,,0.026,31.25938,35.06167
31,trunk,,90.0,0.038,31.25477,35.15987
31,trunk,,90.0,0.037,31.25463,35.16025
31,trunk,,90.0,2.895,31.25437,35.17776
31,trunk,,90.0,3.223,31.25506,35.13936
31,trunk,,,3.105,31.25573,35.07629
31,trunk,,90.0,1.686,31.25855,35.04789
31,trunk,,90.0,0.062,31.25996,35.04167
31,trunk,,90.0,2.899,31.25458,35.17688
31,trunk,,70.0,0.636,31.24893,35.19458
31,trunk,,90.0,3.526,31.24581,35.21816
31,trunk,,70.0,1.236,31.25005,35.20176
31,trunk,,70.0,0.625,31.24911,35.19433
31,trunk,2,,0.083,31.3438,34.86639
31,trunk,1,80.0,0.054,31.34317,34.86601
31,trunk,2,80.0,0.913,31.34014,34.86911
31,trunk,,80.0,0.053,31.34321,34.86612
31,trunk,,70.0,0.104,31.31734,34.89061
31,trunk,,,0.189,31.31666,34.89136
31,trunk,,70.0,0.116,31.25432,35.20822
31,trunk,,70.0,0.15,31.25477,35.20935
31,trunk,2,60.0,0.056,31.30557,34.90394
31,trunk,,80.0,2.528,31.28134,34.93479
31,trunk,1,,0.048,31.34467,34.86747
31,trunk,,90.0,4.955,31.26231,35.01628
31,trunk,,90.0,1.742,31.25866,35.04832
31,trunk,,90.0,0.075,31.26368,34.99098
31,trunk,,90.0,4.728,31.2675,34.96962
31,trunk,,90.0,0.025,31.25951,35.06139
31,trunk,,90.0,0.067,31.26011,35.04151
31,trunk,,90.0,0.614,31.26148,35.03614
31,trunk,,90.0,4.334,31.26225,35.01606
31,trunk,,90.0,0.079,31.26362,34.9909
31,trunk,,90.0,4.725,31.26741,34.97047
31,trunk,2,90.0,0.456,31.303,34.90703
31,trunk,2,60.0,0.056,31.30518,34.90426
31,trunk,2,90.0,2.321,31.29553,34.9183
31,trunk,,70.0,1.505,31.25181,35.20347
31,trunk,,,0.025,31.25481,35.20969
31,trunk,,90.0,0.013,31.19194,35.28031
31,trunk,,90.0,1.557,31.19645,35.27127
31,trunk,,90.0,0.016,31.18961,35.2851
31,trunk,,90.0,0.524,31.19057,35.28257
31,trunk,,90.0,1.193,31.1814,35.29249
31,trunk,,90.0,0.032,31.17627,35.29754
31,trunk,,90.0,0.026,31.17483,35.29999
31,trunk,,90.0,0.334,31.17472,35.29834
31,trunk,,90.0,0.052,31.17393,35.30645
31,trunk,,90.0,0.614,31.17491,35.3028
31,trunk,,90.0,0.04,31.17322,35.31095
31,trunk,,90.0,0.395,31.17347,35.30913
31,trunk,,90.0,5.958,31.14627,35.3373
31,trunk,,90.0,1.636,31.23781,35.24358
31,trunk,,,0.595,31.31288,34.89538
31,trunk,,,0.275,31.30735,34.90193
31,trunk,2,,0.257,31.30958,34.89915
31,trunk,,,0.268,31.30553,34.90383
