lat,lon,road,risk_score,lanes_weight
31.909973729138205,34.882862977256856,431,1.5,1.5
32.71843229081725,34.94843853616225,2,1.5,2.0
31.8954928,34.9948359,431,1.5,1.5
32.40955294762806,34.90655238605616,9,1.5,2.0
31.92923797540002,34.927488235537474,1,1.5,2.0
32.12225093804128,34.89096275586194,5,1.5,2.0
31.79424701906824,34.83096713771216,6,1.5,1.5
32.538594068464114,35.02841272041923,6,1.5,1.5
31.37830599585544,34.821092040794596,6,1.5,1.5
32.647697114184595,35.08238906727568,6,1.5,1.5
31.77910554285568,34.83282831986793,6,1.5,1.5
